,start MTU (UTC),end MTU (UTC),Day-ahead Price [EUR/MWh] BZN|NO1,Day-ahead Price [EUR/MWh] BZN|NO2,Day-ahead Price [EUR/MWh] BZN|NO3,Day-ahead Price [EUR/MWh] BZN|NO5,Day-ahead Price [EUR/MWh] BZN|SE3,Actual Total Load [MW] - BZN|NO1,Actual Total Load [MW] - BZN|NO2,Actual Total Load [MW] - BZN|NO3,Actual Total Load [MW] - BZN|NO5,Actual Total Load [MW] - BZN|SE3,Biomass - BZN|NO1,Fossil Gas - BZN|NO1,Hydro Run-of-river and poundage - BZN|NO1,Hydro Water Reservoir - BZN|NO1,Waste - BZN|NO1,Wind Onshore - BZN|NO1,Fossil Gas - BZN|NO2,Hydro Pumped Storage Aggregated- BZN|NO2,Hydro Run-of-river and poundage - BZN|NO2,Hydro Water Reservoir - BZN|NO2,Waste - BZN|NO2,Wind Onshore - BZN|NO2,Hydro Pumped Storage Aggregated- BZN|NO3,Hydro Run-of-river and poundage - BZN|NO3,Hydro Water Reservoir - BZN|NO3,Other - BZN|NO3,Other renewable - BZN|NO3,Waste - BZN|NO3,Wind Onshore - BZN|NO3,Fossil Gas - BZN|NO5,Hydro Pumped Storage Aggregated- BZN|NO5,Hydro Run-of-river and poundage - BZN|NO5,Hydro Water Reservoir - BZN|NO5,Waste - BZN|NO5,Fossil Gas - BZN|SE3,Hydro Water Reservoir - BZN|SE3,Nuclear - BZN|SE3,Other - BZN|SE3,Solar - BZN|SE3,Wind Onshore - BZN|SE3,CBF BZN|NO2 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO2 [MW],CBF BZN|NO3 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO3 [MW],CBF BZN|NO5 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO5 [MW],CBF BZN|SE3 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|SE3 [MW],Stored Energy Value [MWh] - BZN|NO1,Stored Energy Value [MWh] - BZN|NO2,Stored Energy Value [MWh] - BZN|NO3,Stored Energy Value [MWh] - BZN|NO5,Stored Energy Value [MWh] - BZN|SE3
5039,2022-07-29 23:00:00,2022-07-30 00:00:00,212.65,391.77,2.13,212.65,24.08,1928,3217,2533,1594,6168,0,0,1183,145,5,73,0,1,294,1388,6,26,10,619,2099,0,16,3,330,4,0,185,3041,22,0.0,316.0,5432.0,275.0,0.0,291.0,0,1708,389,0,1465,0,387,0,4096960.364879171,17017246.303494547,8100334.92135279,11962289.38907915,1634696.6646082627
5040,2022-07-30 00:00:00,2022-07-30 01:00:00,212.28,392.44,1.78,212.28,21.16,1866,3162,2509,1579,6095,0,0,1177,151,5,62,0,1,287,1422,14,41,19,612,2110,0,16,2,337,4,0,184,2944,23,0.0,310.0,5430.0,277.0,0.0,301.0,0,1674,387,0,1403,0,369,0,4097274.615982374,17019145.335827034,8100483.547412624,11964896.119849669,1634807.290238996
5041,2022-07-30 01:00:00,2022-07-30 02:00:00,212.08,383.58,1.71,212.08,20.08,1818,3108,2460,1573,5948,0,0,1172,146,5,61,0,1,285,1416,13,92,17,582,2066,0,14,2,391,4,0,198,2863,20,0.0,310.0,5427.0,278.0,0.0,252.0,0,1638,382,0,1363,0,350,0,4097583.675065298,17021025.976997495,8100626.73045148,11967487.16930073,1634914.329016001
5042,2022-07-30 02:00:00,2022-07-30 03:00:00,210.84,365.37,1.67,210.84,19.42,1804,3024,2400,1558,5837,0,0,1168,143,5,54,0,1,282,1314,13,215,10,581,1960,0,13,2,443,4,0,196,2816,21,0.0,308.0,5439.0,277.0,0.0,242.0,0,1625,373,0,1323,0,374,0,4097887.4676706847,17022888.027739894,8100764.443402899,11970062.354865095,1635017.7320499832
5043,2022-07-30 03:00:00,2022-07-30 04:00:00,210.08,372.08,1.66,210.08,19.43,1763,3033,2377,1555,5790,0,0,1172,148,4,53,0,1,274,1288,14,219,10,578,1977,0,12,3,456,4,0,192,2748,22,0.0,309.0,5430.0,280.0,2.0,231.0,0,1685,378,0,1287,0,415,0,4098185.919341274,17024731.288788192,8100896.659200418,11972621.493975524,1635117.4504516465
5044,2022-07-30 04:00:00,2022-07-30 05:00:00,210.17,394.17,1.67,210.17,19.99,1804,3113,2400,1574,5937,0,0,1174,149,4,49,0,1,274,1362,14,177,10,561,1985,0,12,1,511,4,0,194,2780,22,0.0,313.0,5428.0,299.0,23.0,190.0,0,1676,385,0,1289,0,433,0,4098478.9556198097,17026555.560876366,8101023.350777582,11975164.404064786,1635213.435331697
5045,2022-07-30 05:00:00,2022-07-30 06:00:00,209.52,409.91,1.73,209.52,24.81,1865,3191,2414,1608,6195,0,0,1171,143,4,34,0,1,274,1574,14,133,10,549,2051,0,11,3,631,4,0,195,2922,24,0.0,343.0,5422.0,316.0,78.0,130.0,0,1592,390,0,1393,0,308,0,4098766.502049035,17028360.644738376,8101144.491067931,11977690.902565643,1635305.6378008397
5046,2022-07-30 06:00:00,2022-07-30 07:00:00,212.18,399.93,1.72,212.18,30.5,1971,3335,2475,1637,6542,0,0,1171,160,4,24,0,1,269,1535,14,121,10,539,2106,0,12,5,615,4,0,185,3102,25,0.0,349.0,5420.0,348.0,151.0,81.0,0,1682,418,0,1526,0,335,0,4099048.4841716904,17030146.341108195,8101260.053005006,11980200.80691086,1635394.0089697791
5047,2022-07-30 07:00:00,2022-07-30 08:00:00,212.59,376.6,1.73,212.59,133.76,2102,3421,2566,1689,6876,0,0,1174,159,5,39,0,1,270,1389,14,196,18,523,2165,0,13,6,659,4,0,179,3337,25,0.0,431.0,5419.0,370.0,232.0,65.0,0,1620,413,0,1678,0,261,0,4099324.8275305172,17031912.450719777,8101370.009522343,11982693.934533188,1635478.4999492196
5048,2022-07-30 08:00:00,2022-07-30 09:00:00,212.98,327.36,1.76,212.98,138.14,2228,3426,2713,1713,6979,0,0,1167,156,7,53,0,1,260,1298,13,288,31,519,2225,0,13,6,631,4,0,187,3518,21,0.0,442.0,5418.0,377.0,301.0,68.0,0,1699,420,0,1805,0,323,0,4099595.4576682583,17033658.774307095,8101474.333553486,11985170.102865396,1635559.061849867
5049,2022-07-30 09:00:00,2022-07-30 10:00:00,213.07,299.59,1.72,213.07,148.36,2383,3341,2729,1615,7027,0,0,1171,297,8,65,0,1,260,1040,5,404,42,508,2194,0,13,6,611,4,0,180,3367,20,0.0,458.0,5416.0,399.0,346.0,96.0,0,1647,371,0,1785,0,304,0,4099860.3001276553,17035385.112604115,8101572.998031972,11987629.129340248,1635635.6457824255
5050,2022-07-30 10:00:00,2022-07-30 11:00:00,212.9,275.98,1.67,212.9,129.95,2358,3305,2715,1577,7040,0,0,1169,137,7,73,0,1,265,875,5,458,33,510,2202,0,14,6,525,4,0,153,3080,22,0.0,464.0,5410.0,398.0,366.0,135.0,0,1350,403,0,1534,0,363,0,4100119.2804514514,17037091.2663448,8101665.975891347,11990070.831390508,1635708.2028576012
5051,2022-07-30 11:00:00,2022-07-30 12:00:00,212.69,244.36,1.65,212.69,112.11,2347,3285,2676,1604,6985,0,0,1169,140,6,87,0,1,266,743,5,490,11,505,2038,0,14,6,503,4,0,148,2971,19,0.0,422.0,5409.0,387.0,360.0,183.0,0,1198,365,0,1424,0,335,0,4100372.3241823856,17038777.03626312,8101753.240065146,11992495.026448932,1635776.6841860975
5052,2022-07-30 12:00:00,2022-07-30 13:00:00,212.51,255.71,1.64,212.51,30.64,2271,3335,2642,1665,7006,0,0,1159,210,6,96,0,1,267,765,7,430,10,512,2032,0,13,6,517,3,0,150,2963,20,0.0,402.0,5408.0,378.0,332.0,231.0,0,1342,344,0,1377,0,397,0,4100619.356863203,17040442.223093037,8101834.763486913,11994901.531948287,1635841.0408786207
5053,2022-07-30 13:00:00,2022-07-30 14:00:00,212.44,301.06,1.64,212.44,45.68,2223,3351,2661,1664,7021,0,0,1159,163,7,121,0,1,263,877,11,385,10,503,2028,0,13,6,520,3,0,167,3007,21,0.0,398.0,5387.0,364.0,286.0,266.0,0,1437,367,0,1419,0,429,0,4100860.304036645,17042086.62756852,8101910.519090189,11997290.165321337,1635901.224045875
5054,2022-07-30 14:00:00,2022-07-30 15:00:00,212.58,308.81,1.64,212.58,204.29,2235,3354,2617,1671,7008,0,0,1154,160,6,125,0,1,260,1076,9,366,10,501,2027,0,13,6,316,4,0,174,3094,24,0.0,489.0,5361.0,356.0,222.0,268.0,0,1391,364,0,1476,0,340,0,4101095.091245452,17043710.050423533,8101980.479808508,11999660.744000841,1635957.1847985655
5055,2022-07-30 15:00:00,2022-07-30 16:00:00,212.77,375.36,1.64,212.77,209.95,2256,3302,2663,1689,7116,0,0,1156,138,6,130,0,1,258,1246,7,378,10,506,2039,0,12,6,313,4,0,173,3155,24,0.0,508.0,5377.0,343.0,151.0,278.0,0,1299,360,0,1533,0,225,0,4101323.6440323675,17045312.292392038,8102044.6185754165,12002013.085419562,1636008.8742473968
5056,2022-07-30 16:00:00,2022-07-30 17:00:00,213.78,412.66,1.65,213.78,213.78,2218,3304,2675,1708,7215,0,0,1152,152,6,154,0,1,276,1800,5,368,10,504,2044,0,12,6,362,4,0,205,3290,24,0.0,506.0,5399.0,324.0,90.0,279.0,0,1342,347,0,1634,0,143,0,4101545.887940133,17046893.154208012,8102102.908324455,12004347.007010264,1636056.2435030744
5057,2022-07-30 17:00:00,2022-07-30 18:00:00,213.37,440.07,1.66,213.37,213.37,2195,3308,2631,1649,7105,0,0,1157,138,6,156,0,1,277,2718,6,360,10,505,2055,0,13,6,523,4,0,211,3203,24,0.0,499.0,5404.0,303.0,34.0,260.0,0,1289,345,0,1603,0,108,0,4101761.7485114895,17048452.43660541,8102155.321989161,12006662.326205708,1636099.243676303
5058,2022-07-30 18:00:00,2022-07-30 19:00:00,212.31,453.21,1.65,212.31,205.24,2225,3313,2612,1649,7046,0,0,1146,156,6,134,0,1,292,3580,10,341,10,507,2019,0,13,5,474,4,0,199,3017,24,0.0,463.0,5406.0,283.0,5.0,320.0,0,1404,360,0,1469,0,342,0,4101971.15128918,17049989.9403182,8102201.832503074,12008958.860438658,1636137.825877787
5059,2022-07-30 19:00:00,2022-07-30 20:00:00,212.23,452.22,1.61,212.23,200.0,2181,3077,2597,1650,6935,0,0,1162,147,6,143,0,1,301,3407,6,366,10,510,1970,0,13,5,336,4,0,179,3023,21,0.0,461.0,5407.0,276.0,0.0,406.0,0,1440,358,0,1451,0,357,0,4102174.021815947,17051505.466080353,8102242.412799737,12011236.427141875,1636171.9412182325
5060,2022-07-30 20:00:00,2022-07-30 21:00:00,212.2,451.79,1.59,212.2,59.0,2174,3361,2581,1644,6820,0,0,1149,146,7,166,0,1,319,3228,13,343,39,523,2018,0,13,2,314,4,0,168,2980,23,0.0,354.0,5409.0,271.0,0.0,487.0,0,1574,397,0,1425,0,471,0,4102370.2856345302,17052998.814625826,8102277.035812688,12013494.843748117,1636201.5408083433
5061,2022-07-30 21:00:00,2022-07-30 22:00:00,212.4,428.23,1.59,212.4,21.97,2119,3153,2552,1619,6573,0,0,1150,147,6,151,0,1,320,2228,11,391,27,522,1894,0,13,1,289,4,0,164,2892,20,0.0,340.0,5440.0,265.0,0.0,531.0,0,1540,364,0,1363,0,465,0,4102559.8682876746,17054469.786688596,8102305.674475472,12015733.927690158,1636226.575758825
5062,2022-07-30 22:00:00,2022-07-30 23:00:00,216.15,371.69,1.83,216.15,21.58,2028,3094,2510,1570,6352,0,0,1150,94,6,113,0,1,293,1104,12,426,5,529,1901,0,13,1,275,4,0,170,2664,19,0.0,340.0,5402.0,263.0,0.0,534.0,0,1758,408,0,1187,0,804,0,4102742.6953181205,17055918.183002625,8102328.301721626,12017953.496400751,1636246.9971803823
5063,2022-07-30 23:00:00,2022-07-31 00:00:00,215.9,330.02,1.8,215.9,21.81,1943,3036,2490,1566,6143,0,0,1149,97,6,92,0,1,288,889,13,429,5,531,1892,0,13,1,252,4,0,171,2690,18,0.0,335.0,5398.0,258.0,0.0,555.0,0,1726,400,0,1186,0,717,0,4102918.6922686095,17057343.804301873,8102344.890484691,12020153.367312664,1636262.7561837204
5064,2022-07-31 00:00:00,2022-07-31 01:00:00,215.52,291.39,1.8,215.52,21.18,1847,3026,2432,1553,6062,0,0,1153,100,7,95,0,1,271,767,5,396,5,512,1887,0,14,1,251,4,0,168,2612,18,0.0,328.0,5399.0,258.0,0.0,579.0,0,1763,399,0,1131,0,745,0,4103087.784681884,17058746.45132031,8102355.413698203,12022333.357858652,1636273.8038795434
5065,2022-07-31 01:00:00,2022-07-31 02:00:00,215.31,284.55,1.83,215.31,22.06,1801,3007,2423,1549,6024,0,0,1154,99,6,91,0,1,269,713,5,371,5,521,1925,0,14,1,236,4,0,160,2585,18,0.0,319.0,5397.0,257.0,0.0,596.0,0,1704,393,0,1115,0,674,0,4103249.898100686,17060125.924791902,8102359.844295711,12024493.285471484,1636280.0913785573
5066,2022-07-31 02:00:00,2022-07-31 03:00:00,215.08,263.43,1.87,215.08,21.43,1798,3014,2422,1529,5944,0,0,1148,95,6,74,0,1,262,664,5,301,5,516,1980,0,13,1,202,4,0,160,2557,18,0.0,320.0,5397.0,255.0,0.0,623.0,0,1722,401,0,1085,0,704,0,4103404.9580677575,17061482.025450613,8102358.155210747,12026632.96758392,1636281.5697914662
5067,2022-07-31 03:00:00,2022-07-31 04:00:00,214.33,264.51,1.97,214.33,21.05,1743,3011,2433,1509,5754,0,0,1150,97,6,83,0,1,256,686,5,233,5,518,2111,0,13,2,74,4,0,160,2517,18,0.0,321.0,5474.0,259.0,3.0,588.0,0,1860,412,0,1072,0,795,0,4103552.8901258414,17062814.55403042,8102350.319376858,12028752.221628727,1636278.190228976
5068,2022-07-31 04:00:00,2022-07-31 05:00:00,211.94,252.94,1.99,211.94,22.15,1753,3055,2410,1523,5753,0,0,1151,103,6,78,0,1,265,698,5,171,7,520,2178,0,13,1,52,4,0,167,2469,20,0.0,324.0,5549.0,274.0,19.0,557.0,0,1873,433,0,1046,0,819,0,4103693.619817678,17064123.31126527,8102336.309727581,12030850.865038661,1636269.9038017902
5069,2022-07-31 05:00:00,2022-07-31 06:00:00,211.92,257.64,1.9,211.92,23.5,1818,3112,2422,1537,5962,0,0,1146,103,7,55,0,1,264,802,5,110,37,524,2203,0,13,1,32,4,0,175,2546,24,0.0,336.0,5548.0,284.0,59.0,467.0,0,1679,432,0,1099,0,641,0,4103827.0726860096,17065408.09788914,8102316.099196455,12032928.715246484,1636256.661620615
5070,2022-07-31 06:00:00,2022-07-31 07:00:00,215.04,290.72,1.96,215.04,25.85,1930,3161,2558,1563,6491,0,0,1138,96,7,43,0,1,268,896,5,59,40,530,2351,0,13,1,23,4,0,190,2714,24,0.0,339.0,5550.0,302.0,122.0,391.0,0,1683,475,0,1220,0,608,0,4103953.174273579,17066668.714635998,8102289.6607170245,12034985.589684967,1636238.414796155
5071,2022-07-31 07:00:00,2022-07-31 08:00:00,215.12,295.53,2.49,215.12,25.28,2051,3221,2539,1648,6860,0,0,1133,98,7,45,0,1,271,886,5,39,40,537,2323,0,12,2,16,4,0,179,2830,24,0.0,344.0,5617.0,323.0,192.0,409.0,0,1605,476,0,1278,0,611,0,4104071.850123128,17067904.962239802,8102256.967222827,12037021.305786863,1636215.114439115
5072,2022-07-31 08:00:00,2022-07-31 09:00:00,216.0,268.89,2.96,216.0,25.99,2177,3312,2619,1665,6856,0,0,1131,100,8,70,0,1,273,784,5,29,40,536,2296,0,13,2,27,2,0,191,2870,18,0.0,337.0,5625.0,331.0,239.0,436.0,0,1662,473,0,1316,0,716,0,4104183.0257773986,17069116.641434524,8102217.991647406,12039035.680984942,1636186.7116601998
5073,2022-07-31 09:00:00,2022-07-31 10:00:00,216.34,263.94,3.0,216.34,24.33,2208,3366,2626,1670,6939,0,0,1119,138,8,86,0,1,270,786,6,24,40,539,2314,0,13,2,46,1,0,190,2908,18,0.0,342.0,5619.0,315.0,282.0,514.0,0,1535,455,0,1327,0,611,0,4104286.626779131,17070303.552954126,8102172.706924294,12041028.532711959,1636153.1575701144
5074,2022-07-31 10:00:00,2022-07-31 11:00:00,216.53,271.5,2.97,216.53,21.31,2247,3416,2625,1639,7098,0,0,1115,139,8,101,0,1,271,778,7,24,40,543,2281,0,13,2,105,0,0,186,2894,18,0.0,334.0,5619.0,317.0,305.0,569.0,0,1373,439,0,1299,0,522,0,4104382.57867107,17071465.497532576,8102121.08598704,12042999.67840068,1636114.4032795639
5075,2022-07-31 11:00:00,2022-07-31 12:00:00,216.56,226.09,2.95,216.56,19.55,2291,3425,2556,1639,7047,0,0,1107,94,8,111,0,1,273,468,9,32,40,551,2223,0,13,2,215,1,0,170,2598,18,0.0,334.0,5735.0,323.0,297.0,580.0,0,1352,463,0,1101,0,743,0,4104470.8069959558,17072602.275903843,8102063.101769182,12044948.935483873,1636070.3998992532
5076,2022-07-31 12:00:00,2022-07-31 13:00:00,211.05,215.42,2.19,211.05,20.08,2337,3439,2556,1638,6786,0,0,1110,100,8,108,0,1,279,344,10,75,40,550,2211,0,13,3,223,0,0,169,2112,18,0.0,332.0,5810.0,311.0,273.0,572.0,0,1588,476,0,804,0,1291,0,4104551.237296531,17073713.688801892,8101998.7272042595,12046876.121394292,1636021.0985398875
5077,2022-07-31 13:00:00,2022-07-31 14:00:00,216.56,233.31,2.91,216.56,22.57,2397,3414,2584,1662,6789,0,0,1099,101,8,84,0,1,282,379,10,114,40,553,2219,0,13,2,397,0,0,169,2510,18,0.0,332.0,5807.0,291.0,242.0,550.0,0,1465,484,0,1077,0,941,0,4104623.7951155375,17074799.536960684,8101927.935225812,12048781.053564705,1635966.4503121711
5078,2022-07-31 14:00:00,2022-07-31 15:00:00,216.16,260.14,2.91,216.16,55.92,2390,3256,2654,1656,7088,0,0,1110,95,8,89,0,1,282,663,10,244,40,555,2202,0,13,2,223,0,0,175,2510,19,0.0,334.0,5883.0,299.0,186.0,513.0,0,1250,461,0,1086,0,751,0,4104688.4059957173,17075859.621114187,8101850.69876738,12050663.549427867,1635906.406326809
5079,2022-07-31 15:00:00,2022-07-31 16:00:00,216.13,317.66,2.12,216.13,200.0,2436,3330,2667,1724,7237,0,0,1095,176,8,72,0,1,289,1094,10,218,40,557,2205,0,11,0,148,3,0,221,3003,24,0.0,452.0,5920.0,296.0,126.0,454.0,0,1374,439,0,1392,0,580,0,4104744.995479812,17076893.741996367,8101766.990762507,12052523.426416552,1635840.9176945067
5080,2022-07-31 16:00:00,2022-07-31 17:00:00,217.31,382.55,2.21,217.31,217.31,2467,3340,2708,1722,7260,0,0,1094,171,7,60,0,1,288,1736,9,281,40,560,2215,0,12,1,101,4,0,214,3279,23,0.0,485.0,5920.0,289.0,67.0,411.0,0,1413,431,0,1589,0,453,0,4104793.4891105625,17077901.700341187,8101676.784144729,12054360.501963511,1635769.935525969
5081,2022-07-31 17:00:00,2022-07-31 18:00:00,218.0,435.61,2.92,218.0,218.0,2449,3256,2744,1708,7325,0,0,1098,256,8,40,0,1,300,2395,5,433,40,563,2201,0,13,2,136,4,0,224,3330,21,0.0,485.0,5912.0,273.0,22.0,361.0,0,1512,410,0,1631,0,463,0,4104833.8124307124,17078883.29688262,8101580.051847586,12056174.593501512,1635693.4109319
5082,2022-07-31 18:00:00,2022-07-31 19:00:00,216.37,438.91,3.17,216.37,209.01,2328,3265,2727,1709,7228,0,0,1105,273,7,52,0,1,291,2412,4,470,25,564,2195,0,13,3,96,4,0,235,3063,18,0.0,482.0,5910.0,257.0,4.0,373.0,0,1407,393,0,1455,0,478,0,4104865.890983003,17079838.332354624,8101476.766804623,12057965.51846332,1635611.2950230052
5083,2022-07-31 19:00:00,2022-07-31 20:00:00,216.21,450.12,3.21,216.21,214.34,2359,3372,2726,1713,7248,0,0,1088,221,8,68,0,1,310,2784,4,469,26,569,2306,0,13,4,50,4,0,253,3100,24,0.0,487.0,5920.0,251.0,0.0,411.0,0,1400,428,0,1502,0,444,0,4104889.650310178,17080766.607491173,8101366.90194938,12059733.094281692,1635523.5389099903
5084,2022-07-31 20:00:00,2022-07-31 21:00:00,216.09,451.24,3.41,216.09,149.17,2311,3301,2683,1707,6958,0,0,1088,157,7,85,0,1,312,2814,4,560,26,570,2309,0,12,4,48,4,0,235,2986,21,0.0,392.0,5927.0,249.0,0.0,450.0,0,1404,447,0,1422,0,533,0,4104905.0159549774,17081667.923026226,8101250.430215394,12061477.138389397,1635430.0937035596
5085,2022-07-31 21:00:00,2022-07-31 22:00:00,216.09,412.69,2.57,216.09,16.38,2227,3217,2664,1673,6564,0,0,1094,155,7,93,0,1,316,1922,4,591,26,575,2239,0,12,3,49,4,0,229,2854,18,0.0,341.0,5938.0,243.0,0.0,478.0,0,1543,433,0,1316,0,690,0,4104911.913460144,17082542.07969375,8101127.324536208,12063197.468219189,1635330.9105144176
5086,2022-07-31 22:00:00,2022-07-31 23:00:00,220.91,373.12,1.97,220.91,11.99,2076,3189,2634,1649,6290,0,0,1146,363,8,113,0,1,293,1321,4,644,26,561,2297,0,13,3,56,0,0,213,3045,20,0.0,332.0,6003.0,222.0,0.0,548.0,0,1674,332,0,1435,0,392,0,4104910.2683684183,17083388.87822772,8100997.55784536,12064893.901203837,1635225.9404532698
5087,2022-07-31 23:00:00,2022-01-08 00:00:00,218.96,333.4,1.93,218.96,11.19,1981,3090,2557,1609,5972,0,0,1128,370,7,106,0,1,286,909,4,710,26,568,2267,0,0,4,78,0,0,208,3050,19,0.0,324.0,6033.0,221.0,0.0,537.0,0,1480,310,0,1413,0,159,0,4104900.0062225442,17084208.119362086,8100861.103076392,12066566.2547761,1635115.134630821
5088,2022-01-08 00:00:00,2022-01-08 01:00:00,218.49,328.31,1.9,218.49,11.4,1963,3002,2503,1571,5880,0,0,1113,375,7,56,0,1,280,1124,4,807,26,577,2253,0,0,3,119,0,0,209,2970,20,0.0,321.0,6049.0,221.0,0.0,540.0,0,1490,327,0,1388,0,169,0,2811463.0207841904,15911557.99052812,5392632.536647477,7926282.868707075,1498561.8050611287
5089,2022-01-08 01:00:00,2022-01-08 02:00:00,218.27,310.91,1.84,218.27,11.48,1904,2956,2485,1577,5949,0,0,1140,371,7,56,0,1,275,1103,5,845,26,581,2248,0,0,2,148,0,0,206,2908,19,0.0,317.0,6050.0,221.0,0.0,534.0,0,1490,321,0,1339,0,171,0,2810289.2337050657,15908562.98893174,5393449.356243841,7924527.388909751,1498042.3299574247
5090,2022-01-08 02:00:00,2022-01-08 03:00:00,218.14,319.5,1.84,218.14,11.94,1945,2984,2523,1580,5904,0,0,1138,373,6,29,0,1,285,1146,9,871,26,579,2256,0,0,1,90,0,0,209,2919,22,0.0,316.0,6049.0,223.0,0.0,511.0,0,1504,325,0,1343,0,208,0,2809115.175747864,15905553.943235414,5394261.685486005,7922766.986052785,1497523.931126473
5091,2022-01-08 03:00:00,2022-01-08 04:00:00,218.92,368.98,1.91,218.92,12.49,1945,3048,2512,1592,6072,0,0,1137,384,6,18,0,1,276,1606,9,879,26,590,2265,0,0,2,120,0,0,207,2955,20,0.0,320.0,6076.0,224.0,2.0,514.0,0,1516,331,0,1381,0,171,0,2807940.830498187,15902530.699201196,5395069.346000503,7921001.559478694,1497006.6177559197
5092,2022-01-08 04:00:00,2022-01-08 05:00:00,219.89,395.76,1.93,219.89,15.33,2169,3317,2628,1661,6505,0,0,1147,382,6,8,0,1,302,2159,9,797,26,607,2297,0,0,6,106,0,0,209,3249,24,0.0,327.0,6104.0,236.0,12.0,467.0,0,1671,366,0,1593,0,319,0,2806766.181541638,15899493.102591127,5395872.159413866,7919231.008529989,1496490.399033411
5093,2022-01-08 05:00:00,2022-01-08 06:00:00,218.66,420.99,3.02,218.66,119.91,2430,3470,2796,1731,7031,0,0,1154,464,6,18,0,1,306,2566,9,769,26,665,2379,0,0,6,87,0,0,227,3312,23,0.0,435.0,6101.0,245.0,38.0,412.0,0,1372,373,0,1584,0,194,0,2805591.212463822,15896440.999167264,5396669.947352634,7917455.2325492,1495975.2841465937
5094,2022-01-08 06:00:00,2022-01-08 07:00:00,222.62,435.84,3.94,222.62,222.62,2549,3535,2922,1787,7494,0,0,1150,488,6,40,0,1,311,2747,8,768,14,679,2407,0,0,6,81,0,0,228,3622,24,0.0,540.0,6102.0,255.0,73.0,388.0,0,1264,364,0,1754,0,41,0,2804415.9068503403,15893374.234691646,5397462.531443338,7915674.130878835,1495461.2822831129
5095,2022-01-08 07:00:00,2022-01-08 08:00:00,227.33,437.15,3.5,227.33,227.33,2690,3539,2948,1823,7825,0,0,1167,490,6,47,0,1,326,2722,8,767,13,690,2421,0,0,6,253,0,0,202,3763,24,0.0,563.0,6117.0,275.0,122.0,352.0,0,1038,358,0,1837,0,0,227,2803240.2482867977,15890292.65492633,5398249.733312514,7913887.6028614165,1494948.4026306155
5096,2022-01-08 08:00:00,2022-01-08 09:00:00,232.32,398.92,2.2,232.32,232.32,2698,3577,2958,1849,7999,0,0,1175,555,6,53,0,1,317,2320,4,764,4,692,2396,0,0,6,93,0,0,206,3900,25,0.0,569.0,6130.0,293.0,178.0,342.0,0,1123,337,0,1915,0,0,216,2802064.2203587964,15887196.105633356,5399031.374586696,7912095.547839458,1494436.6543767476
5097,2022-01-08 09:00:00,2022-01-08 10:00:00,227.98,348.21,2.03,227.98,227.98,2715,3480,2948,1790,8032,0,0,1176,587,6,58,0,1,298,1825,4,775,0,693,2369,0,0,6,112,0,0,224,3724,19,0.0,582.0,6133.0,310.0,234.0,352.0,0,932,306,0,1825,0,0,313,2800887.8066519396,15884084.43257478,5399807.27689242,7910297.865155484,1493926.0467091547
5098,2022-01-08 10:00:00,2022-01-08 11:00:00,227.85,349.59,1.95,227.85,227.85,2736,3498,2905,1771,8100,0,0,1193,582,6,48,0,1,291,1694,4,766,6,693,2308,0,12,6,166,0,0,206,3634,20,0.0,582.0,6150.0,320.0,271.0,374.0,0,1120,329,0,1781,0,0,89,2799710.9907518327,15880957.48151265,5400577.261856219,7908494.454152005,1493416.5888154837
5099,2022-01-08 11:00:00,2022-01-08 12:00:00,226.35,329.95,1.84,226.35,226.35,2688,3565,2899,1793,7989,0,0,1192,578,6,51,0,1,283,1405,4,692,23,690,2171,0,12,6,219,0,0,199,3419,19,0.0,582.0,6146.0,323.0,266.0,418.0,0,1373,348,0,1573,0,348,0,2798533.756244076,15877815.098209012,5401341.15110463,7906685.214171542,1492908.2898833805
5100,2022-01-08 12:00:00,2022-01-08 13:00:00,223.5,249.45,1.77,223.5,223.5,2685,3584,2867,1777,7926,0,0,1190,414,6,60,0,1,277,1037,4,658,21,692,2156,0,12,5,269,0,0,184,3060,18,0.0,575.0,6148.0,308.0,266.0,462.0,0,1120,396,0,1316,0,443,0,2797356.086714275,15874657.128425915,5402098.766264186,7904870.044556613,1492401.1591004909
5101,2022-01-08 13:00:00,2022-01-08 14:00:00,218.5,225.03,1.76,218.5,120.0,2729,3511,2806,1743,7774,0,0,1183,291,4,42,0,1,273,1005,5,647,19,687,2171,0,13,5,320,0,0,173,2474,18,0.0,549.0,6164.0,300.0,248.0,508.0,0,1320,458,0,995,0,1027,0,2796177.965748032,15871483.417925406,5402849.928961422,7903048.844649736,1491895.2056544616
5102,2022-01-08 14:00:00,2022-01-08 15:00:00,218.72,218.72,1.76,218.72,218.72,2732,3576,2797,1746,7766,0,0,1185,294,4,56,0,1,270,1241,8,557,18,693,2178,0,13,5,342,0,0,176,2554,18,0.0,562.0,6163.0,284.0,198.0,567.0,0,1332,472,0,1042,0,958,0,2794999.376930951,15868293.812469538,5403594.460822875,7901221.513793427,1491390.4387329386
